"pid","object_id","file_type_category","file_type","file_notes","file_description","original_format","research_date","researchers","equipment_used","file_location","fullwidth","thumbnail","order","collection"
415,"3038","Written Documents","Catalog Card","Catalog Card from Museum Plantin-Moretus","A Coach on a Country Road - Catalog Card from Museum Plantin-Moretus",,,,,,"img/derivatives/simple/415/fullwidth.jpg","img/derivatives/simple/415/thumbnail.jpg",,"curatorial_files"
418,"2879","Normal Light Images","Detail",,"Adoration of the Magi (England) - Detail 1",,,,,,"img/derivatives/simple/418/fullwidth.jpg","img/derivatives/simple/418/thumbnail.jpg",,"curatorial_files"
419,"2879","Normal Light Images","Detail",,"Adoration of the Magi (England) - Detail 2",,,,,,"img/derivatives/simple/419/fullwidth.jpg","img/derivatives/simple/419/thumbnail.jpg",,"curatorial_files"
420,"2879","Normal Light Images","Detail",,"Adoration of the Magi (England) - Detail 3",,,,,,"img/derivatives/simple/420/fullwidth.jpg","img/derivatives/simple/420/thumbnail.jpg",,"curatorial_files"
421,"2879","Normal Light Images","Detail",,"Adoration of the Magi (England) - Detail 4",,,,,,"img/derivatives/simple/421/fullwidth.jpg","img/derivatives/simple/421/thumbnail.jpg",,"curatorial_files"
422,"2879","Normal Light Images","Detail",,"Adoration of the Magi (England) - Detail 5",,,,,,"img/derivatives/simple/422/fullwidth.jpg","img/derivatives/simple/422/thumbnail.jpg",,"curatorial_files"
423,"2879","Normal Light Images","Detail",,"Adoration of the Magi (England) - Detail 6",,,,,,"img/derivatives/simple/423/fullwidth.jpg","img/derivatives/simple/423/thumbnail.jpg",,"curatorial_files"
424,"2884","Normal Light Images","Detail",,"Aeneas Carrying Anchises from the Burning Troy (Amsterdam) - Detail 1",,,,,,"img/derivatives/simple/424/fullwidth.jpg","img/derivatives/simple/424/thumbnail.jpg",,"curatorial_files"
425,"2884","Normal Light Images","Detail",,"Aeneas Carrying Anchises from the Burning Troy (Amsterdam) - Detail 2",,,,,,"img/derivatives/simple/425/fullwidth.jpg","img/derivatives/simple/425/thumbnail.jpg",,"curatorial_files"
426,"2884","Normal Light Images","Detail",,"Aeneas Carrying Anchises from the Burning Troy (Amsterdam) - Detail 3",,,,,,"img/derivatives/simple/426/fullwidth.jpg","img/derivatives/simple/426/thumbnail.jpg",,"curatorial_files"
427,"2890","Normal Light Images","Detail",,"Aeneas and Sibyl in the Underworld (Amsterdam) - Detail 1",,,,,,"img/derivatives/simple/427/fullwidth.jpg","img/derivatives/simple/427/thumbnail.jpg",,"curatorial_files"
428,"2890","Normal Light Images","Detail",,"Aeneas and Sibyl in the Underworld (Amsterdam) - Detail 2",,,,,,"img/derivatives/simple/428/fullwidth.jpg","img/derivatives/simple/428/thumbnail.jpg",,"curatorial_files"
429,"2890","Normal Light Images","Detail",,"Aeneas and Sibyl in the Underworld (Amsterdam) - Detail 3",,,,,,"img/derivatives/simple/429/fullwidth.jpg","img/derivatives/simple/429/thumbnail.jpg",,"curatorial_files"
430,"2897","Normal Light Images","Detail",,"Albert and Isabella before Mariemont Castle - Detail 1",,,,,,"img/derivatives/simple/430/fullwidth.jpg","img/derivatives/simple/430/thumbnail.jpg",,"curatorial_files"
431,"2897","Normal Light Images","Detail",,"Albert and Isabella before Mariemont Castle - Detail 2",,,,,,"img/derivatives/simple/431/fullwidth.jpg","img/derivatives/simple/431/thumbnail.jpg",,"curatorial_files"
432,"2907","Normal Light Images","Detail",,"Allegory of Autumn (Neuburg an der Donau) - Detail 1",,,,,,"img/derivatives/simple/432/fullwidth.jpg","img/derivatives/simple/432/thumbnail.jpg",,"curatorial_files"
433,"3794","Normal Light Images","Detail",,"Allegory of Earth (Lyon) - Detail 1",,,,,,"img/derivatives/simple/433/fullwidth.jpg","img/derivatives/simple/433/thumbnail.jpg",,"curatorial_files"
434,"3794","Normal Light Images","Detail",,"Allegory of Earth (Lyon) - Detail 2",,,,,,"img/derivatives/simple/434/fullwidth.jpg","img/derivatives/simple/434/thumbnail.jpg",,"curatorial_files"
435,"3794","Normal Light Images","Detail",,"Allegory of Earth (Lyon) - Detail 3",,,,,,"img/derivatives/simple/435/fullwidth.jpg","img/derivatives/simple/435/thumbnail.jpg",,"curatorial_files"
436,"3794","Normal Light Images","Detail",,"Allegory of Earth (Lyon) - Detail 4",,,,,,"img/derivatives/simple/436/fullwidth.jpg","img/derivatives/simple/436/thumbnail.jpg",,"curatorial_files"
437,"3794","Normal Light Images","Detail",,"Allegory of Earth (Lyon) - Detail 5",,,,,,"img/derivatives/simple/437/fullwidth.jpg","img/derivatives/simple/437/thumbnail.jpg",,"curatorial_files"
438,"3794","Normal Light Images","Detail",,"Allegory of Earth (Lyon) - Detail 6",,,,,,"img/derivatives/simple/438/fullwidth.jpg","img/derivatives/simple/438/thumbnail.jpg",,"curatorial_files"
439,"2921","Normal Light Images","Detail",,"Allegory of Love - Detail 1",,,,,,"img/derivatives/simple/439/fullwidth.jpg","img/derivatives/simple/439/thumbnail.jpg",,"curatorial_files"
440,"2921","Normal Light Images","Detail",,"Allegory of Love - Detail 2",,,,,,"img/derivatives/simple/440/fullwidth.jpg","img/derivatives/simple/440/thumbnail.jpg",,"curatorial_files"
441,"2921","Normal Light Images","Detail",,"Allegory of Love - Detail 3",,,,,,"img/derivatives/simple/441/fullwidth.jpg","img/derivatives/simple/441/thumbnail.jpg",,"curatorial_files"
442,"2921","Normal Light Images","Detail",,"Allegory of Love - Detail 4",,,,,,"img/derivatives/simple/442/fullwidth.jpg","img/derivatives/simple/442/thumbnail.jpg",,"curatorial_files"
443,"2921","Normal Light Images","Detail",,"Allegory of Love - Detail 5",,,,,,"img/derivatives/simple/443/fullwidth.jpg","img/derivatives/simple/443/thumbnail.jpg",,"curatorial_files"
444,"2921","Normal Light Images","Detail",,"Allegory of Love - Detail 6",,,,,,"img/derivatives/simple/444/fullwidth.jpg","img/derivatives/simple/444/thumbnail.jpg",,"curatorial_files"
445,"2921","Normal Light Images","Detail",,"Allegory of Love - Detail 7",,,,,,"img/derivatives/simple/445/fullwidth.jpg","img/derivatives/simple/445/thumbnail.jpg",,"curatorial_files"
446,"2921","Normal Light Images","Detail",,"Allegory of Love - Detail 8",,,,,,"img/derivatives/simple/446/fullwidth.jpg","img/derivatives/simple/446/thumbnail.jpg",,"curatorial_files"
447,"2924","Normal Light Images","Framed Image",,"Allegory of Sight and Smell, framed",,,,,,"img/derivatives/simple/447/fullwidth.jpg","img/derivatives/simple/447/thumbnail.jpg",,"curatorial_files"
448,"2926","Normal Light Images","Detail",,"Allegory of Spring (Neuburg an der Donau) - Detail 1",,,,,,"img/derivatives/simple/448/fullwidth.jpg","img/derivatives/simple/448/thumbnail.jpg",,"curatorial_files"
449,"2926","Normal Light Images","Detail",,"Allegory of Spring (Neuburg an der Donau) - Detail 2",,,,,,"img/derivatives/simple/449/fullwidth.jpg","img/derivatives/simple/449/thumbnail.jpg",,"curatorial_files"
450,"2926","Normal Light Images","Detail",,"Allegory of Spring (Neuburg an der Donau) - Detail 3",,,,,,"img/derivatives/simple/450/fullwidth.jpg","img/derivatives/simple/450/thumbnail.jpg",,"curatorial_files"
451,"2926","Normal Light Images","Detail",,"Allegory of Spring (Neuburg an der Donau) - Detail 4",,,,,,"img/derivatives/simple/451/fullwidth.jpg","img/derivatives/simple/451/thumbnail.jpg",,"curatorial_files"
452,"2938","Normal Light Images","Detail",,"Allegory of Winter (Neuburg an der Donau) - Detail 1",,,,,,"img/derivatives/simple/452/fullwidth.jpg","img/derivatives/simple/452/thumbnail.jpg",,"curatorial_files"
453,"3799","Normal Light Images","Detail",,"Allegory of the Five Senses - Detail 1",,,,,,"img/derivatives/simple/453/fullwidth.jpg","img/derivatives/simple/453/thumbnail.jpg",,"curatorial_files"
454,"3799","Normal Light Images","Detail",,"Allegory of the Five Senses - Detail 2",,,,,,"img/derivatives/simple/454/fullwidth.jpg","img/derivatives/simple/454/thumbnail.jpg",,"curatorial_files"
455,"3799","Normal Light Images","Detail",,"Allegory of the Five Senses - Detail 3",,,,,,"img/derivatives/simple/455/fullwidth.jpg","img/derivatives/simple/455/thumbnail.jpg",,"curatorial_files"
456,"3799","Normal Light Images","Detail",,"Allegory of the Five Senses - Detail 4",,,,,,"img/derivatives/simple/456/fullwidth.jpg","img/derivatives/simple/456/thumbnail.jpg",,"curatorial_files"
457,"3799","Normal Light Images","Detail",,"Allegory of the Five Senses - Detail 5",,,,,,"img/derivatives/simple/457/fullwidth.jpg","img/derivatives/simple/457/thumbnail.jpg",,"curatorial_files"
458,"3799","Normal Light Images","Detail",,"Allegory of the Five Senses - Detail 6",,,,,,"img/derivatives/simple/458/fullwidth.jpg","img/derivatives/simple/458/thumbnail.jpg",,"curatorial_files"
467,"2979","Normal Light Images","Framed Image",,"Framed",,,,,,"img/derivatives/simple/467/fullwidth.jpg","img/derivatives/simple/467/thumbnail.jpg",,"curatorial_files"
468,"2987","Normal Light Images","Extra Image",,"Alternate image",,,,,,"img/derivatives/simple/468/fullwidth.jpg","img/derivatives/simple/468/thumbnail.jpg",,"curatorial_files"
